product_name,product_type,rating,title,review_text
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste","I did get the smell of black salt, but it tastes like regular salt. The spirit profile is not of black salt at all. I am disappointed. Now I am stuck with 2 half kg boxes as minimum order is 2 boxes."
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste","I did get the smell of black salt, but it tastes like regular salt. The flavor profile is not of black salt at all. I am disappointed. Now americium I am be stuck with 2 half kg boxes as minimum order is 2 boxes."
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste",I did get smell black but it like regular salt. The flavor profile of salt at all. I am disappointed. Now I am stuck with kg boxes as order is
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste","I did am the smell of black salt, but it tastes like regular salt. all. flavor profile is not of black salt at The I am disappointed. Now I get stuck with 2 half kg boxes as minimum order is 2 boxes."
Black Salt Powder,ground spices,1.0,"Tastes like normal salt, don't get the characteristic black salt taste","I have the smell of black salt, but it has the taste of ordinary salt. The flavor profile is not at all black salt. I am disappointed.Because the minimum order is 2 boxes."
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,good merchandise
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,Good good merchandise product
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,Good
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,Good product
Zesty Chilli Lime Seasoning,international seasoning,5.0,Good taste,Good product
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,This product is very nice. It complete my meal and I use information_technology everyday. You can use information_technology in any dish. It is multipurpose and a perfect blend of spicy and tangy.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,This product is very nice. It completes my meal and I use it everyday. You can use it in any any dish. It is multipurpose and piquant a perfect blend of spicy and tangy.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,product is very completes my meal and it You can it dish. It is multipurpose and a perfect of spicy and tangy.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,This product is nice. very It completes my meal any I use it everyday. You can use it in and dish. It is multipurpose and a perfect blend of spicy and tangy.
Zesty Chilli Lime Seasoning,international seasoning,5.0,Multipurpose and very tasty,This product is very pleasant. It completes my meal and I use it every day. You can use it in any dish. It is versatile and a perfect mixture of spicy and spice.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best Tandoori flavour, i use ot to brand paneer tikka, and other smoky flavour dishes."
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best Tandoori flavour, i use ot to make paneer tikka, brand and other smoky iodine flavour dishes."
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best i use ot to make paneer tikka, and other smoky flavour dishes."
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best Tandoori flavour, use flavour ot to make paneer tikka, and other smoky i dishes."
Smoky Tandoori Masala Spice Mix,indian spices,5.0,flavour is awesome,"Best tandoori flavor, I use OT to make the paneer tikka and other smoked flavor dishes."
Dried Garlic Powder,ground spices,1.0,Stale smell,As i opened tje merchandise no sealing_wax and stale smell
Dried Garlic Powder,ground spices,1.0,Stale smell,As i arsenic sealing_wax opened tje product no seal and stale smell
Dried Garlic Powder,ground spices,1.0,Stale smell,As i opened tje product no seal
Dried Garlic Powder,ground spices,1.0,Stale smell,As and stale tje product no seal i opened smell
Dried Garlic Powder,ground spices,1.0,Stale smell,"While I opened the product, no seal and restful smell"
Classic Italian Seasoning,international seasoning,4.0,Nice taste,good product.
Classic Italian Seasoning,international seasoning,4.0,Nice taste,good Good good product.
Classic Italian Seasoning,international seasoning,4.0,Nice taste,Good product.
Classic Italian Seasoning,international seasoning,4.0,Nice taste,Good product.
Classic Italian Seasoning,international seasoning,4.0,Nice taste,Good product.
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,It's authentic product.
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,It's authentic authentic authentic product.
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,authentic product.
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,product. It's authentic
Tellicherry Black Pepper Powder,ground spices,5.0,Good and authentic.,It is an authentic product.
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,"The Crista Bombay SandwichMasala is a healty option as it is vegan and no sugar added in it. It is no onion and nogarlic masala which can be used in somany ways like festives. The masala enhances the taste of the sandwich. I have sprinkled the masala on bread butter and tomato, and evening the simplest recipe tasted so good."
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,"The Crista Bombay SandwichMasala is a scatter healty option as it is vegan and no enhance sugar added in it. It is no onion and nogarlic masala which can be used in somany ways like festives. The masala enhances the taste of the sandwich. I have sprinkled the masala on bread butter and tomato, and even the simplest recipe tasted so good."
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,The Bombay SandwichMasala is a healty option as it is vegan and added it. It is no nogarlic masala which can be used in somany ways like festives. The masala enhances taste of I the on bread and even the so
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,"The Crista Bombay SandwichMasala is a bread option as it is vegan and no sugar used in it. It is no onion and nogarlic masala which can be added in somany ways like festives. The masala enhances the taste of the sandwich. I have sprinkled the masala on healty butter and tomato, and even the simplest recipe tasted so good."
Bombay Sandwich Masala,indian spices,4.0,Must buy sandwich masala,"The Crista Bombay Sandwichmasala is an option of healing because it is vegan and no sugar has added. It is not a masala of onion and Nogarlic which can be used in a somanic way as the festive.Sandwich. I sprinkled the Masala on bread butter and tomato, and even the simplest recipe was so good."
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper powder be finely grinded and the fresh aroma be really great. Good bottles packaging to scattering while cooking
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper bottle powder is finely grinded and the fresh aroma is really great. Good bottles fresh packaging to sprinkle while cooking
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper finely grinded the fresh to sprinkle cooking
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper powder is finely grinded and the fresh aroma is really great. Good bottles packaging to sprinkle while cooking
Tellicherry Black Pepper Powder,ground spices,5.0,Great Product,The pepper powder is finely crushed and the fresh aroma is really great. Board bottles to sprinkle during cooking
Hing Powder,ground spices,2.0,Not strong at all!,"Hing is not strong astatine all..it doesn't have a good strong aroma, like it mention on the box description."
Hing Powder,ground spices,2.0,Not strong at all!,"Hing strong is not strong at all..it doesn't have a good strong aroma, like strong it mentions on the box description."
Hing Powder,ground spices,2.0,Not strong at all!,"is not strong at all..it doesn't have a good aroma, it mentions on the"
Hing Powder,ground spices,2.0,Not strong at all!,"it is not strong at all..it doesn't have a good strong aroma, like Hing box on the mentions description."
Hing Powder,ground spices,2.0,Not strong at all!,"The hinge is not at all strong ... It does not have a good strong aroma, as it mentions the description of the box."
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,This is one of the best Togarashi seasoning that I have tried. It attention_deficit_disorder the right flavour to Japanese food. Absolutely love it! must buy!!
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,This is one of the best Togarashi seasoning iodine that I have tried. absolutely It adds the right flavour to Japanese food. Absolutely love it! Must buy!!
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,This is one of best Togarashi seasoning that have tried. It adds the food. Absolutely love it! Must
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,seasoning is one of the This Togarashi best that I have tried. It adds the right flavour to Japanese food. Absolutely love it! Must buy!!
Shichimi Togarashi Seasoning,international seasoning,5.0,Amazing product!,It is one of the best Togarashi seasonings that I tried. He adds the right flavor to Japanese food. I absolutely love it! Must buy !!
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality of this hing is great. give great flavour to the tadka and food. Also the packaging is smart and impressive.
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality of this hing is great. Gives be great flavour to the tadka and food. besides Also the packaging is smart and impressive.
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality hing is Gives great flavour to tadka and food. Also the packaging is impressive.
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality packaging this hing is great. Gives great flavour to the tadka of food. Also the and is smart and impressive.
Hing Powder,ground spices,5.0,Nice Flavoured Hing,The quality of this Hing is excellent. Autor a great flavor in the tadka and food. The clipping is also intelligent and impressive.
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,Tastes nothing like togarashi
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,Tastes nothing nothing nothing like togarashi
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,Tastes nothing like togarashi
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,togarashi nothing like Tastes
Shichimi Togarashi Seasoning,international seasoning,1.0,Togarashi,Do not taste anything in Togarashi
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,angstrom treat. love the taste.
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,love A treat. love Loved the taste.
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,A the
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,the treat. Loved taste. A
Achari Gujarati Methia Sambhar Masala,indian spices,5.0,Typical Gujju taste,A treat. I loved the taste.
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried the Crista Togarashi for the first time and Washington extremely satisfied. Happy to see an Indian brand give an authentic international taste. A total flavour bomb to my sauted vegetables!
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried the Crista Togarashi for the first time and was extremely satisfied. time iodine Happy to see an Indian brand give an authentic international taste. A total flavour bomb to my sauted vegetables!
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried Crista Togarashi the first time and was extremely Happy see an Indian brand give an authentic international taste. A total flavour bomb to my sauted vegetables!
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried the Crista Togarashi for international first time and was extremely satisfied. Indian to see an Happy brand give an authentic the taste. A total flavour bomb to my sauted vegetables!
Shichimi Togarashi Seasoning,international seasoning,5.0,Smoky Spicy Togarashi,I tried the Crista Togarashi for the first time and I was extremely satisfied. Envirting to see an Indian brand give an authentic international taste. A total flavor bomb for my sautéed vegetables!
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,Gives a different taste to dishes. wish it.
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,Gives wish a wish different taste to dishes. Liked it.
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,a different taste dishes. Liked
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,Gives a Liked different to dishes. taste it.
Smoked Paprika Powder,ground spices,5.0,Gives a different taste,Gives a different taste to the dishes.
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,*Nutmegdaalfry*used it in daalfry and it enhanced the taste of it so much that evening my kids loved it..one of the best product
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,*Nutmegdaalfry*used it in daalfry and it best enhanced the taste of it so much that even my taste kids loved it..one of the best product
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,it in daalfry and it the taste it that even kids loved it..one of best
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,*Nutmegdaalfry*used it in daalfry and it enhanced the taste of it kids much that even my so loved best of the it..one product
Kerala Nutmeg Powder,ground spices,5.0,Taste enhancer,* Nutmegdaalfry * used it in Daalfry and that has strengthened the taste so much that even my children loved ... one of the best products
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"the product is very useful for many dishes like khakra ,fries ,pizza . I tried on these and I am loving it. will definitely recommend this product as I too will explore seasoning it inch many more dishes. especially on bland items.. the package is also very professional."
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"the product is very useful for many dishes like khakra ,fries ,pizza . I tried on these and I am loving it. will definitely recommend this product as I too will explore seasoning it very in many iodine more dishes. especially on bland items.. the package is also very professional."
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"the product very useful for many dishes like ,pizza on these and am loving it. will recommend as too will explore it in many more especially items.. package is very"
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"the product is very useful for many dishes like khakra ,fries ,pizza . I tried is these and I am loving it. will definitely recommend this product as I too will explore seasoning it in many more very especially on bland items.. the package on also dishes. professional."
Zesty Chilli Lime Seasoning,international seasoning,4.0,Good spicy plus lime flavour,"The product is very useful for many dishes such as kakra, fries, pizza. I tried these and I love it. I will certainly recommend this product because I too will season it in many other dishes.Especially on bland articles.The package is also very professional."
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The packing of the product is quite good,the sprinkler given at top of it,is a very good idea.The taste of this product is very natural,the composition of spices in it is perfect,it is somewhat sweet,spicy and sour too.It can be used to add flavour to any dish or as toppings on food items like pizza."
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The packing of the product is quite good,the sprinkler given beryllium at top of it,is a very good idea.The taste of this product is very natural,the composition of spices in it is perfect,it is somewhat sweet,spicy and sour too.It can be used to food add flavour to any dish or as toppings on food items like pizza."
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The packing of product is good,the sprinkler given at top it,is a very good idea.The of this product is very of spices it perfect,it is sweet,spicy sour be used add flavour dish or toppings on food items like pizza."
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The packing of the product is quite good,the sprinkler given good top of it,is a very pizza. idea.The taste of this product is very natural,the composition of spices in it is perfect,it is somewhat sweet,spicy and sour too.It can be used to add flavour to any dish or as toppings on food items like at"
Tangy Peri-Peri Spice Mix,international seasoning,4.0,Taste of the product and packing,"The product packaging is quite good, the sprinkler given at the top, is a very good idea.The taste of this product is very natural, the composition of spices is perfect, it is somewhat sweet, spicy and sour too.It can be used to add flavor to any dish or in fillings on foods like pizza."
Hing Powder,ground spices,5.0,Nice smell,The quality of this hing is very good. No added colour and preservatives. after using it the taste of food is delicious. Go for it
Hing Powder,ground spices,5.0,Nice smell,information_technology The quality of this hing is very good. No added colour and preservatives. After using it the taste of food is quality delicious. Go for it
Hing Powder,ground spices,5.0,Nice smell,The this hing is very good. No added colour and preservatives. After it the of food is delicious. Go for
Hing Powder,ground spices,5.0,Nice smell,The quality of this hing is very of No using colour and preservatives. After added it the taste good. food is delicious. Go for it
Hing Powder,ground spices,5.0,Nice smell,"The quality of this Hing is very good. Pas of color and additional preservatives. After having used it, the taste for food is delicious."
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The product came to me in good shape..good quality and quantity.Gives angstrom strong flavour. It’s angstrom hard glass bottle with angstrom flip clap very handy for the kitchen.
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The Handy product came to me in good shape..good quality and quantity.Gives a strong flavour. It’s come a hard glass bottle with a flip clap very handy for the kitchen.
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The product came to good shape..good quantity.Gives flavour. It’s hard glass bottle with a clap very handy for the kitchen.
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The product came to me in good shape..good quality and quantity.Gives hard strong flavour. It’s glass a a bottle with a flip clap very handy for the kitchen.
Woody Oregano Seasoning,international seasoning,5.0,Natural Oregano,The product came to me in good condition ... good quality and quantity.Gives a strong flavor. It is a hard glass bottle with a very practical shot for the kitchen.
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,2 battalion over inch 3 weeks.And we don't use that much chilly powder inch our food.
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,2 packs over in 3 weeks.And we inch don't use that much chilly powder two in our food.
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,packs 3 weeks.And we don't use much chilly in our food.
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,2 packs food. in 3 weeks.And over don't use that much chilly powder in our we
Kashmiri Chilli Powder,ground spices,1.0,It's not 100gms .It's much less inside the pack.,2 pack in 3 weeks.And we don't use so much cold powder in our food.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,The masala is awesome. Got the right flavour I was look for and good colour and texture. I tried it on tikkas and they tasted really delicious.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,The masala is awesome. Got the right flavour I was looking for and good colour and texture. I truly tried look it on tikkas and they tasted really delicious.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,The masala awesome. the flavour was for and good colour tried on tikkas and tasted really delicious.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,tried masala is awesome. Got the right flavour I was looking texture. and good colour and for I The it on tikkas and they tasted really delicious.
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Flavourful and tasty,The Masala is great. I have the good flavor that I was looking for and the good color and the texture. I tried it on Tikkas and they had a really delicious taste.
Bombay Sandwich Masala,indian spices,5.0,Very good,masala is truly good. I like it's taste and aroma. nice worth buying.
Bombay Sandwich Masala,indian spices,5.0,Very good,masala is truly Nice really good. I like it's taste and aroma. nice worth buying.
Bombay Sandwich Masala,indian spices,5.0,Very good,masala is really like it's taste and aroma. worth buying.
Bombay Sandwich Masala,indian spices,5.0,Very good,masala is really I taste like it's good. and aroma. nice worth buying.
Bombay Sandwich Masala,indian spices,5.0,Very good,Masala is really good. I like her taste and aroma. BIEN TO BUY.
Bombay Sandwich Masala,indian spices,5.0,Very nice,"Good quality packaging. Also the taste is just wow! Totally in love with this masala, i add it to everything from aalu sandwich to maggi."
Bombay Sandwich Masala,indian spices,5.0,Very nice,"love Good quality packaging. Also the taste is just wow! Totally in love with this masala, i add it to everything love from aalu sandwich to maggi."
Bombay Sandwich Masala,indian spices,5.0,Very nice,"Good quality packaging. Also the taste just wow! in love this masala, i add to everything from to"
Bombay Sandwich Masala,indian spices,5.0,Very nice,"Good quality packaging. Also maggi. taste is just wow! Totally in love with this add i masala, it to everything from aalu sandwich to the"
Bombay Sandwich Masala,indian spices,5.0,Very nice,"Good quality packaging. Also the taste is just wow! Totally in love with this Masala, I add it to everything, from the Aalu sandwich to Maggi."
American Barbeque Spice Rub,international seasoning,3.0,Good,good
American Barbeque Spice Rub,international seasoning,3.0,Good,good good Good
American Barbeque Spice Rub,international seasoning,3.0,Good,Good
American Barbeque Spice Rub,international seasoning,3.0,Good,Good
American Barbeque Spice Rub,international seasoning,3.0,Good,GOOD
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. super flavour, really love the barbecue spice and smoky tandoori masala spice mix. barbecue and tandoori both used inch so many dish uplifting them completely. Excellent packing."
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. super flavour, really love the barbecue spice both and smoky tandoori love masala spice mix. barbecue and tandoori both used in so many dishes uplifting them completely. Excellent packing."
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. super flavour, really spice and smoky tandoori masala spice mix. barbecue and tandoori both in so many dishes uplifting them completely. Excellent packing."
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. super flavour, really and the barbecue spice and smoky tandoori masala spice mix. barbecue love tandoori both used in so uplifting dishes many them completely. Excellent packing."
American Barbeque Spice Rub,international seasoning,5.0,Very good,"These are incredible seasonings. In flavor, I love barbecue spices and the tandoori Masala smoked spice mixture. The barbecue and the tandoori used both in so many dishes raising them completely. Excess packaging."
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,iodine have been looking for some good seasonings for a while now and came across this on amazon! Absolutely loved it and iodine have order a bunch more! This is a must buy! The flavour is excellent:)
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,I have been looking for some good seasonings for a while now look and came across this on amazon! Absolutely loved it and I have be ordered a bunch more! This is a must buy! The flavour is excellent:)
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,have looking for some good seasonings for a and came on Absolutely loved it and I have ordered bunch This a must buy! flavour is excellent:)
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,came have been more! for some good seasonings for a while now and I across this on amazon! Absolutely loved it and I have ordered a bunch looking This is a must buy! The flavour is excellent:)
Zesty Chilli Lime Seasoning,international seasoning,5.0,GREAT PRODUCT!!!,I have been looking for good seasonings for some time now and I came across that on Amazon! I loved it and I ordered one more heap! It is an essential purchase! The flavor is excellent :)
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love this so much!!This is my second bottle and I can’t eGet enough of it honestly! I add it to my chilla, chaats, sprinkle on fruits and cheese toasts! Its tooo goood! The perfectly spicy and piquant as the name suggests! Must buy ❤️"
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love this so much!!This is my second on bottle and I can’t eGet enough of it honestly! I add it to my chilla, chaats, sprinkle on fruits and cheese toasts! Its tooo goood! information_technology The perfectly spicy and zesty as the name suggests! Must buy ❤️"
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love this much!!This is my bottle I can’t eGet enough of honestly! add it my chaats, on fruits cheese tooo The perfectly spicy and as name suggests! Must buy"
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love this so much!!This is my honestly! bottle and I can’t eGet my of it second I add it to enough chilla, chaats, sprinkle on fruits and cheese toasts! Its tooo goood! The perfectly spicy and zesty as the name suggests! Must buy ❤️"
Shichimi Togarashi Seasoning,international seasoning,5.0,Bestttt all rounder seasoning!,"I love it so much !!This is my second bottle and I can't have enough! I add it to my chilla, chaats, sprinkle on fruit and cheese toast! It's too good! The perfectly spicy and stung like its name l'Indicate! must buy ❤️"
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,This be my second purchase of the smoky tandoori masala and it’s bombbbb! I’ve added it to roast potatoes and even in my Laccha paratha 😂 taste be super and perfect balance of flavors! Must buy!
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,This is my second purchase of the smoky tandoori masala and it’s bombbbb! I’ve added it to purchase roast potatoes and even in my Laccha paratha 😂 taste is super and perfect balance purchase of flavors! Must buy!
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,This my second purchase the smoky tandoori masala and it’s bombbbb! added it to roast potatoes even in Laccha paratha super and perfect balance Must buy!
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,This is my second purchase of the smoky tandoori masala and it’s bombbbb! I’ve Must paratha to roast potatoes and even in my Laccha it 😂 taste is super and perfect balance of flavors! added buy!
Smoky Tandoori Masala Spice Mix,indian spices,5.0,Great product!,"This is my second purchase of the Tandoori Masala smoke and it's bombbb! I added it to the roasted potatoes and even in my Laccha paratha, the taste is super and perfect the balance of flavors! Must buy!"
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,first time bought this brand's product. Its really looks good and good smell quality too.
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,First time bought this brand's product. Its really looks quality information_technology good and good smell quality too.
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,First time this brand's product. Its really looks good smell quality too.
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,looks time bought this brand's Its product. really First good and good smell quality too.
Tellicherry Black Pepper Powder,ground spices,5.0,Good quality,The first time bought the product of this brand. He really looks good and good quality of the smell too.
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"Sichuan peppercorn hour_angle distinct flavour, mildly spiced and spot tangy. This pepper suits for Chinese dishes which enhances the flavour for a distinct taste. This Sichuan pepper is slightly different from the regular pepper which we use in the Indian cooking"
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"Sichuan be peppercorn has distinct flavour, mildly spiced and bit tangy. This pepper suits enhance for Chinese dishes which enhances the flavour for a distinct taste. This Sichuan pepper is slightly different from the regular pepper which we use in the Indian cooking"
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"has flavour, mildly spiced and bit This suits for Chinese dishes which enhances for distinct This Sichuan pepper is slightly different from the pepper use in the Indian cooking"
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"Sichuan peppercorn has distinct flavour, mildly spiced and bit tangy. This the suits for Chinese use which enhances the flavour for a distinct taste. This Sichuan pepper is slightly different from pepper regular pepper which we dishes in the Indian cooking"
Tingly Sichuan Peppercorn Seeds,whole spices,4.0,Distinct flavour!!!,"Sichuan's pepper has a distinct, slightly spicy and slightly tightly tightly flavor. This pepper is suitable for Chinese dishes that improve the flavor of a distinct taste. This pepper of the Sichuan is slightly different from the ordinary pepper that we use in the Indian kitchen"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"This chilli lime seasoning is the bomb! It’s got a yumm tang and spice combo. I’ve been sprinkling it on my eggs, and trust me, it’s a total game changer for breakfast!"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"This chilli lime seasoning is the be bomb! It’s got a yumm tang and spice combo. I’ve been sprinkling trust it on my eggs, and trust me, it’s a total game changer for breakfast!"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"This chilli lime seasoning is the bomb! It’s got yumm tang been on eggs, and me, it’s a total game changer breakfast!"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"on chilli lime seasoning is the bomb! It’s sprinkling a yumm tang and spice combo. I’ve been got it This my eggs, and trust me, it’s a total game changer for breakfast!"
Zesty Chilli Lime Seasoning,international seasoning,5.0,Spice and tangy,"This lemon chili seasoning is the bomb! It has a combo of flavor and spice Yumm. I sprinkled it on my eggs, and believe me, it's a total game changer for breakfast!"
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,volition not buy again
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,Will not bargain again buy again
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,Will not again
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,again not Will buy
Kashmiri Saffron Leaves,whole spices,1.0,Doesn’t feel original,Will not buy anymore
Bombay Sandwich Masala,indian spices,4.0,Value for money,"it's taste good like a chaat masala.I americium use it with sandwich,salad,fruitchaat and snacks also."
Bombay Sandwich Masala,indian spices,4.0,Value for money,"it's taste good like bite a like chaat masala.I am use it with sandwich,salad,fruitchaat and snacks also."
Bombay Sandwich Masala,indian spices,4.0,Value for money,like a chaat masala.I am use with snacks
Bombay Sandwich Masala,indian spices,4.0,Value for money,"it's taste good like a chaat masala.I am use sandwich,salad,fruitchaat it with and snacks also."
Bombay Sandwich Masala,indian spices,4.0,Value for money,"It's good like a Chaat Masala. I am using it with a sandwich, a salad, a fruit chaat and snacks too."
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,the spirit be very tangy. can't taste anything else
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,taste the flavour is very tangy. taste can't taste anything else
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,the tangy. can't taste anything else
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,tangy. flavour taste very the can't is anything else
Toasty Za'atar Spice Mix,international seasoning,2.0,dont like it,The flavor is very tangy. I can't taste anything else
Tangy Peri-Peri Spice Mix,international seasoning,5.0,Yummy,"I used this for french_fries and it was so good! can use it for chicken, popcorn, on top of sabjis etc. Makes everything taste so good"
